,Country,after,treated,Wealth_ranking,Year,Life_Ladder,Log_GDP_per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
6,Albania,1,0,2,2009,5.485469818,9.241250038,0.833046615,67.31999969,0.525223255,-0.157362878,0.863665402,0.564474463,0.279256523,,Rest of Europe,12.9,14.5,81.5235,5.79,98,98,26,98,98,0.03,3432,2.93,1.5,1.6,9.3,0,1,76.2
7,Albania,1,0,2,2010,5.268936634,9.282613754,0.73315227,67.59999847,0.568958402,-0.171783119,0.726261675,0.576076567,0.300060242,,Rest of Europe,11.8,13.3,80.9365,4.88,99,98,26.1,99,99,0.03,3577,2.91,1.4,1.5,9.3,0,1,76.6
8,Albania,0,0,2,2011,5.867421627,9.31043911,0.759433806,67.87999725,0.487496257,-0.204296395,0.877002597,0.565758884,0.256576508,,Rest of Europe,10.8,12.1,80.349,5.03,99,99,26.2,99,99,0.03,3678,2.91,1.4,1.5,9.3,0,1,76.9
36,Armenia,0,0,2,2008,4.651972294,9.256032944,0.709485531,64.31999969,0.462156564,-0.216436863,0.876099229,0.486230165,0.384891808,0.464447111,Rest of Europe,18.1,20.3,142.5365,3.96,89,94,25.9,91,89,0.08,3335,2.91,2,2.1,11,0,1,72.9
16,Armenia,0,0,2,2009,4.177581787,9.110783577,0.680006921,64.55999756,0.441412747,-0.215092748,0.881887496,0.479002982,0.411279917,0.37395224,Rest of Europe,17.2,19.2,139.3615,3.97,93,96,26,94,93,0.08,2884,2.89,2,2.1,11.1,0,1,73.1
17,Armenia,0,0,2,2010,4.367811203,9.136284828,0.660342336,64.80000305,0.459256709,-0.177155286,0.890629232,0.4367477,0.42649585,0.355544627,Rest of Europe,16.3,18.3,136.1865,4.23,94,97,26,96,94,0.08,2959,2.88,2,2.1,11.1,0,1,73.3
18,Armenia,0,0,2,2011,4.260491371,9.182483673,0.705108464,65.04000092,0.464524716,-0.226533249,0.874601007,0.410856694,0.45907408,0.335884422,Rest of Europe,15.5,17.3,133.0115,4.07,95,98,26.1,96,95,0.08,3099,2.88,2,2.1,11.2,0,1,73.6
63,Azerbaijan,0,0,2,2008,4.817189217,9.447179794,0.684267223,61.13999939,0.601043284,-0.029483547,0.715124726,0.560817659,0.22679542,0.792291224,Asia,36.8,42.7,139.7585,1.12,68,79,26.2,85,81,0.12,4693,8.76,2.8,2.9,10.2,0,1,70.2
21,Azerbaijan,0,0,2,2009,4.573725224,9.515311241,0.735970318,61.41999817,0.498138398,-0.086927414,0.753849745,0.522001684,0.233942479,0.77425164,Asia,34.7,39.9,137.841,1.92,74,83,26.3,84,81,0.1,5024,8.95,2.8,2.9,10.7,0,1,70.6
22,Azerbaijan,1,0,2,2010,4.218610764,9.552669525,0.68700099,61.70000076,0.501071095,-0.123460375,0.858346641,0.516271651,0.271873325,0.697391331,Asia,32.5,37.3,135.9235,0.99,80,89,26.4,85,81,0.09,5215,9.05,2.8,2.9,10.7,0,1,70.9
23,Azerbaijan,0,0,2,2011,4.680469513,9.540638924,0.725193918,61.97999954,0.537484288,-0.105962902,0.795119047,0.521693528,0.258117318,0.741815805,Asia,30.5,34.9,134.006,0.6,84,92,26.5,91,87,0.08,5153,9.17,2.8,2.9,10.7,0,1,71.2
90,Belarus,0,0,2,2008,5.463332176,9.676768303,0.903700352,61.18000031,0.639923871,-0.22155188,0.69649595,,0.245659292,0.533608973,Rest of Europe,5.1,6.6,222.907,14.58,98,99,26.2,98,97,0.2,5181,9.53,2.1,2.3,11.3,0,1,70.5
36,Belarus,0,0,2,2009,5.56413126,9.681225777,0.907777846,61.74000168,0.679292619,-0.204532266,0.67554307,0.544300735,0.223291501,0.548332989,Rest of Europe,4.6,6.1,221.6415,13.98,98,99,26.3,98,96,0.21,5204,9.5,2.1,2.2,11.9,0,1,70.4
37,Belarus,0,0,2,2010,5.525923252,9.758502007,0.918000162,62.29999924,0.700064421,-0.164210439,0.70612061,0.531847715,0.208272159,0.589527249,Rest of Europe,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2,2.2,12,0,1,70.4
38,Belarus,0,0,2,2011,5.225307941,9.813235283,0.909887791,62.86000061,0.656010866,-0.169665605,0.671938658,0.493381172,0.249455392,,Rest of Europe,3.9,5.2,225.4045,14.5,98,99,26.4,98,98,0.23,5938,9.46,2,2.1,12,0,1,70.6
46,Bosnia and Herzegovina,0,0,2,2009,4.963477135,9.283216476,0.735232174,67,0.257533818,-0.025712101,0.958739877,0.506855667,0.390204102,,Rest of Europe,6.6,7.5,104.296,4.69,90,88,25.3,90,90,0.08,4028,3.74,2.7,2.7,7.7,0,1,75.8
47,Bosnia and Herzegovina,0,0,2,2010,4.66851759,9.300024033,0.772753716,67,0.364966899,-0.128100336,0.933030069,0.46450606,0.409213185,,Rest of Europe,6.3,7.2,102.9815,4.57,89,91,25.4,90,89,0.08,4096,3.71,2.6,2.6,7.1,0,1,76
48,Bosnia and Herzegovina,0,0,2,2011,4.994670868,9.321601868,0.725242853,67,0.333312094,-0.034920838,0.924784362,0.551055074,0.325734705,,Rest of Europe,6,6.9,101.667,4.71,88,88,25.4,89,88,0.08,4185,3.66,2.6,2.5,7.2,0,1,76.2
220,Chile,0,1,2,2008,5.789438725,9.944648743,0.803758562,68.13999939,0.640201688,0.079678036,0.740667343,0.706395447,0.329703212,0.405252457,South America,7.6,8.9,97.824,7.31,95,89,27.3,95,95,0.17,11447,16.71,0.9,0.9,9.9,0,1,78.3
76,Chile,0,1,2,2009,6.493686199,9.918290138,0.831581831,68.31999969,0.746614039,0.145071879,0.734211445,0.755948484,0.299891174,0.575284302,South America,7.5,8.8,96.76,7.67,94,89,27.3,94,94,0.17,11200,16.89,0.8,0.9,9.9,0,1,78.6
77,Chile,0,1,2,2010,6.63565588,9.964698792,0.85695523,68.5,0.786367476,0.103650928,0.701824725,0.759538412,0.300116688,0.478705615,South America,7.4,8.7,95.6955,7.55,92,84,27.4,92,92,0.18,11733,17.06,0.8,0.9,9.8,0,1,78.8
78,Chile,0,1,2,2011,6.526334763,10.01403809,0.819078863,68.68000031,0.700734138,0.107430115,0.752755523,0.757600784,0.316876173,0.322867334,South America,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79
230,China,0,0,2,2008,4.84629488,8.910973549,0.74828732,66.18000031,0.853072047,-0.093270309,,0.705133259,0.146963045,,Asia,14.8,18.5,97.3465,4.27,95,95,23,99,97,0.1,4712,1324.66,4.5,4,7,0,1,73.8
81,China,0,0,2,2009,4.454360962,8.995828629,0.79803437,66.44000244,0.771143258,-0.161358118,,0.669665992,0.16165024,,Asia,13.6,17,95.1415,4.88,99,98,23.1,99,99,0.1,5129,1331.26,4.4,3.8,7.1,0,1,74.1
82,China,1,0,2,2010,4.652736664,9.092073441,0.767752588,66.69999695,0.804793596,-0.134284899,,0.658100963,0.158099651,,Asia,12.5,15.8,92.937,5.75,99,99,23.2,99,99,0.1,5647,1337.71,4.2,3.6,7.3,0,1,74.4
83,China,0,0,2,2011,5.037207603,9.177826881,0.787171185,66.95999908,0.824162364,-0.187382281,,0.710054815,0.133503452,,Asia,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7
96,Croatia,0,0,2,2009,5.433319569,10.11674881,0.860663235,67.18000031,0.549258351,-0.273520142,0.958130538,0.557369649,0.272170246,,European Union,4.9,5.7,103.109,11.11,97,98,26.6,96,96,0.02,11871,4.31,1.7,1.6,10.6,1,0,76.2
97,Croatia,0,0,2,2010,5.595575333,10.10643101,0.796391606,67.30000305,0.564372659,-0.240100384,0.972738981,0.553552032,0.258886874,,European Union,4.7,5.5,101.45,10.71,97,98,26.7,97,97,0.02,11749,4.3,1.6,1.6,10.8,1,0,76.5
98,Croatia,0,0,2,2011,5.385372639,10.10903072,0.789738715,67.41999817,0.516932428,-0.200818419,0.976777494,0.55185771,0.272979707,,European Union,4.5,5.3,99.7905,11.01,97,98,26.8,96,96,0.02,11780,4.28,1.6,1.5,11,1,0,76.8
323,El Salvador,0,1,2,2008,5.191493988,8.908274651,0.747411311,64.76000214,0.635648251,-0.07884828,0.734727442,0.827382028,0.23212412,0.377636671,Central America and Caribbean,18.3,21.4,200.807,2.59,98,79,26.9,98,98,0.25,3364,6.13,1.8,1.7,6.4,0,1,70.8
121,El Salvador,0,1,2,2009,6.839087009,8.882964134,0.734112799,64.58000183,0.670932412,-0.104222387,0.647527635,0.841431558,0.243230954,0.585728705,Central America and Caribbean,17.4,20.4,198.1225,2.48,91,82,27,91,91,0.24,3280,6.16,1.7,1.6,6.5,0,1,71
122,El Salvador,1,1,2,2010,6.739911079,8.89956665,0.756653905,64.40000153,0.669337869,-0.064658858,0.694180071,0.822752953,0.302185982,0.522518575,Central America and Caribbean,16.6,19.4,195.439,2.3,89,78,27.1,89,89,0.22,3335,6.18,1.7,1.6,7.1,0,1,71.2
123,El Salvador,1,1,2,2011,4.741294861,8.932720184,0.731277883,64.22000122,0.747246385,-0.12717852,0.706552804,0.830042779,0.336321533,0.490076542,Central America and Caribbean,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,0.21,3447,6.21,1.7,1.6,6.5,0,1,71.4
370,Georgia,0,0,2,2008,4.15609026,9.144052505,0.607512712,63.5,0.6139974,-0.225291982,0.49799946,0.371024489,0.261508077,0.507006943,Rest of Europe,15.4,17.2,177.359,7.27,89,87,26.6,90,92,0.11,2980,3.85,2.6,2.8,12.2,0,1,70.9
131,Georgia,0,0,2,2009,3.800639153,9.115746498,0.54351306,63.59999847,0.495314002,-0.233547449,0.534585297,0.391252249,0.242350146,0.426240921,Rest of Europe,13.9,15.6,174.0635,6.26,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1,71.2
132,Georgia,0,0,2,2010,4.101837158,9.183660507,0.540388942,63.70000076,0.557857931,-0.248665944,0.459736317,0.401716352,0.242536306,0.616302013,Rest of Europe,12.7,14.2,170.768,7.72,95,84,26.8,88,92,0.12,3101,3.79,2.6,2.8,12.2,0,1,71.5
133,Georgia,0,0,2,2011,4.203030586,9.263072014,0.502937376,63.79999924,0.632464528,-0.255989641,0.353346407,0.421274066,0.246770427,0.657343626,Rest of Europe,11.6,13,167.4725,8.29,89,77,27,88,94,0.13,3357,3.76,2.6,2.8,12.2,0,1,71.8
146,Greece,0,0,2,2009,6.038574696,10.48268509,0.793317616,69.91999817,0.443107843,-0.294750184,0.958768308,0.614257872,0.253589481,0.316206783,European Union,3.4,3.9,75.948,8.32,95,77,27,99,99,0.09,22839,11.11,0.8,0.7,10.1,1,0,80.2
147,Greece,1,0,2,2010,5.839558601,10.42505169,0.868422449,70,0.484110981,-0.30452165,0.954113841,0.580756307,0.291516393,0.236502409,European Union,3.4,3.9,74.8405,8.33,95,77,27.1,99,99,0.1,21560,11.12,0.8,0.7,10.3,1,0,80.4
148,Greece,1,0,2,2011,5.372039795,10.31951046,0.85155499,70.08000183,0.528125942,-0.317181766,0.941152513,0.551990569,0.322790802,0.175151214,European Union,3.5,4,73.7325,7.48,95,77,27.1,99,99,0.1,19401,11.1,0.8,0.7,10.3,1,0,80.7
409,Guatemala,0,1,2,2008,6.414494514,8.904532433,0.865605474,59.54000092,0.630151749,0.204702258,0.79628545,0.800283611,0.2336362,0.322260082,Central America and Caribbean,30.8,37.8,185.0735,2.1,95,83,25.8,96,95,0.13,3621,13.74,1.3,1.3,4.3,0,1,70.8
151,Guatemala,0,1,2,2009,6.451916218,8.890479088,0.833815634,59.81999969,0.643478751,0.195775762,0.754889369,0.813852191,0.239741579,0.339307934,Central America and Caribbean,29.7,36.3,181.3355,2.03,92,83,25.9,92,92,0.09,3570,14,1.3,1.3,4.6,0,1,71.1
152,Guatemala,0,1,2,2010,6.289748669,8.900547028,0.859052479,60.09999847,0.695862949,0.165445715,0.794835389,0.804730654,0.235617921,0.340046316,Central America and Caribbean,28.6,34.8,177.598,2.03,94,83,26,94,94,0.08,3606,14.26,1.3,1.3,4.9,0,1,71.5
153,Guatemala,0,1,2,2011,5.743353844,8.923148155,0.768112421,60.38000107,0.762963116,0.008070762,0.863039374,0.791875601,0.289357901,0.355844259,Central America and Caribbean,27.6,33.4,173.86,2.05,88,83,26.1,88,88,0.05,3689,14.52,1.2,1.2,5.3,0,1,71.9
433,Honduras,0,0,2,2008,5.420331001,8.519512177,0.828175902,62.70000076,0.686880887,0.222679302,0.863222003,0.718948781,0.20585382,0.288161844,Central America and Caribbean,21.5,25.5,157.2385,2.85,92,83,25.8,93,93,0.1,2184,7.98,2.3,2.3,5.1,0,1,72.8
156,Honduras,0,0,2,2009,6.033189297,8.47383976,0.823966086,62.5,0.661202788,0.118221872,0.856734335,0.744660378,0.261304349,0.287242413,Central America and Caribbean,20.6,24.4,155.5755,2.76,97,83,25.9,97,97,0.09,2086,8.15,2.3,2.2,5.2,0,1,73.1
157,Honduras,0,0,2,2010,5.866131306,8.490227699,0.802938998,62.29999924,0.645528495,0.105017968,0.81994009,0.745393693,0.259946257,0.302966446,Central America and Caribbean,19.8,23.3,153.912,2.69,97,83,26.1,97,97,0.08,2121,8.32,2.3,2.2,5.4,0,1,73.3
158,Honduras,0,0,2,2011,4.961031437,8.508435249,0.76570183,62.09999847,0.783369064,0.095057718,0.883963168,0.75679487,0.307470977,0.293331981,Central America and Caribbean,19.1,22.4,152.2485,2.71,97,83,26.2,97,97,0.08,2160,8.48,2.2,2.2,5.6,0,1,73.6
161,Hungary,0,0,2,2009,4.894600391,10.09282589,0.900874496,65.63999939,0.464373112,-0.126747891,0.914700747,0.575199783,0.227890417,0.199941784,European Union,5.2,6.2,163.682,11.52,88,99,26.7,99,99,0.08,11167,10.02,1.8,1.8,11.7,1,0,73.9
162,Hungary,0,0,2,2010,4.725132465,10.1058588,0.895693719,65.80000305,0.513835371,-0.1469879,0.98327601,0.574385524,0.234813049,0.251568109,European Union,5.1,6,156.927,10.7,88,99,26.8,99,99,0.08,11314,10,1.8,1.8,11.9,1,0,74.2
163,Hungary,0,0,2,2011,4.917602539,10.12712288,0.893662214,65.95999908,0.631100118,-0.090984076,0.939908028,0.586092055,0.304519564,0.35979417,European Union,4.9,5.9,149.61,11.37,88,99,26.9,99,99,0.08,11557,9.97,1.7,1.7,12,1,0,74.9
474,Iraq,0,1,2,2008,4.589844704,9.010554314,0.744366288,60.93999863,0.385769367,-0.058426142,0.909881651,0.532274425,0.448168784,0.476128489,Middle East,30.3,37.1,183.7195,0.17,66,76,27.8,71,69,0.13,3860,28.39,5.4,5.1,6.2,0,1,68.2
176,Iraq,0,1,2,2009,4.775316715,9.023305893,0.861746132,60.91999817,0.431467623,-0.196546704,0.854340255,0.504469514,0.403819829,0.492969662,Middle East,29.5,36,179.8285,0.2,75,87,27.9,78,78,0.13,3909,28.97,5.4,5.1,6.3,0,1,68.3
177,Iraq,1,1,2,2010,5.065462112,9.059176445,0.854117811,60.90000153,0.419064105,-0.121787421,0.858734667,0.496702403,0.430934399,0.340983748,Middle East,28.7,34.9,175.9375,0.16,72,77,28,74,74,0.13,4052,29.74,5.3,5.1,6.4,0,1,68.6
178,Iraq,1,1,2,2011,4.725366116,9.099401474,0.750748634,60.88000107,0.347414047,-0.066762261,0.780027211,0.473191261,0.557098687,0.366801709,Middle East,27.9,33.8,172.0465,0.18,77,77,28.1,82,79,0.13,4218,30.73,5.3,5.1,6.6,0,1,68.8
527,Jordan,0,1,2,2008,4.930058002,9.364168167,0.766224205,66.33999634,,-0.130018577,0.709403396,0.655700445,0.331201166,,Middle East,18.1,21.3,118.1005,0.58,97,90,28.4,98,97,0.13,4787,6.56,3.8,3.8,9.8,0,1,73.1
201,Jordan,0,1,2,2009,5.999859333,9.363092422,0.899033546,66.51999664,0.770953655,-0.077675059,0.739464462,0.587277114,0.264640778,,Middle East,17.6,20.7,116.897,0.56,98,90,28.5,98,98,0.13,4782,6.89,3.8,3.8,9.9,0,1,73.3
202,Jordan,0,1,2,2010,5.569942474,9.333929062,0.917988896,66.69999695,0.788073123,-0.048828077,,0.564373434,0.343418747,,Middle East,17.2,20.1,115.693,0.46,98,95,28.5,98,98,0.13,4644,7.26,3.8,3.8,9.8,0,1,73.4
203,Jordan,0,1,2,2011,5.539327621,9.30714035,0.87791878,66.87999725,0.759564519,-0.145267352,,0.55093354,0.26032415,,Middle East,16.7,19.5,114.4895,0.38,98,95,28.6,98,98,0.13,4521,7.66,3.8,3.9,9.9,0,1,73.6
